source,source_location,Content,target,target_location,Other places,Etude Notaire,Cote ADLA,Nature acte,Date,source_coordinates,source_address,target_coordinates,target_address
Jérôme Merceron,,Finance,Claude de Cornillier,,,Verger,4/2E/1953,Cambie,08/01/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Claude de Cornillier,,Finance,Nicolas Bachelier sr du Pinier,,,Verger,4/2E/1953,Cambie,08/01/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Robert Miron,Orléans,Finance,Jean de Beausse,Orléans,,Verger,4/2E/1953,Cambie,08/01/1672,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",Finance,Robert Miron,Orléans,,Verger,4/2E/1953,Cambie,08/01/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",Commerce,Jean de Beausse,Orléans,,Verger,4/2E/1953,Cambie,08/01/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Robert Miron,Orléans,Commerce,Jean de Beausse,Orléans,,Verger,4/2E/1953,Cambie,08/01/1672,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
François Pachon,La Rochelle,Commerce ,Josué Valens,Ile de Ré,,Verger,4/2E/1953,Cambie,08/01/1672,POINT (-1.1520434 46.1591126),"La Rochelle, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17000, France",POINT (-1.4003288299697836 46.20055875),"Île de Ré, 17580, France"
? Arnaud Père,La Rochelle,Commerce ,Josué Valens,Ile de Ré,,Verger,4/2E/1953,Cambie,08/01/1672,POINT (-1.1520434 46.1591126),"La Rochelle, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17000, France",POINT (-1.4003288299697836 46.20055875),"Île de Ré, 17580, France"
Pierre Gaigneur,La Rochelle,Commerce ,Josué Valens,Ile de Ré,,Verger,4/2E/1953,Cambie,08/01/1672,POINT (-1.1520434 46.1591126),"La Rochelle, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17000, France",POINT (-1.4003288299697836 46.20055875),"Île de Ré, 17580, France"
Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",Finance,Nicolas Bachelier sr du Pinier,,,Verger,4/2E/1953,Cambie,08/01/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",Finance,Jérôme Merceron,,,Verger,4/2E/1953,Cambie,08/01/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",Finance,Claude de Cornillier,,,Verger,4/2E/1953,Cambie,08/01/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Nicolas Bachelier,,Finance,Jérôme Merceron,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Nicolas Bachelier,,Finance,Etienne Huet,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Nicolas Bachelier,,Finance,Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Nicolas Bachelier,,Finance,? de Flacon,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Nicolas Bachelier,,Finance,Pierre Guinebaud,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Nicolas Bachelier,,Finance,Claude Lemasne,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Nicolas Bachelier,,Finance,Louis Germain,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Jérôme Merceron,,Finance,Etienne Huet,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Jérôme Merceron,,Finance,Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Jérôme Merceron,,Finance,? de Flacon,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Jérôme Merceron,,Finance,Pierre Guinebaud,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Jérôme Merceron,,Finance,Claude Lemasne,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Jérôme Merceron,,Finance,Louis Germain,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Etienne Huet,,Finance,Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Etienne Huet,,Finance,? de Flacon,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Etienne Huet,,Finance,Pierre Guinebaud,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Etienne Huet,,Finance,Claude Lemasne,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Etienne Huet,,Finance,Louis Germain,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Louis Germain,,Commerce,Michel Germain sieur de Valecourt,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Louis Germain,,Famille,Michel Germain sieur de Valecourt,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Louis Germain,,Finance,Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Louis Germain,,Finance,? de Flacon,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Louis Germain,,Finance,Pierre Guinebaud,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Louis Germain,,Finance,Claude Lemasne,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",Commerce,Robert Miron,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",Commerce,Jean de Beausse,Orléans,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Robert Miron,Orléans,Finance,Jean de Beausse,Orléans,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",Finance,? de Flacon,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",Finance,Pierre Guinebaud,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",Finance,Claude Lemasne,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
? de Flacon,,Commerce,Damoiselle de Perpignan,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
? de Flacon,,Finance,Pierre Guinebaud,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
? de Flacon,,Finance,Claude Lemasne,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Pierre Guinebaud,,Commerce,Euzebe de Loynes,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Pierre Guinebaud,,Finance,Claude Lemasne,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Nicolas Bachelier,,Finance ,Raoul Sanson,Montoir,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (-2.1543171 47.3285909),"Montoir-de-Bretagne, 44550, Pays de la Loire, France"
Jérôme Merceron,,Finance ,Raoul Sanson,Montoir,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (-2.1543171 47.3285909),"Montoir-de-Bretagne, 44550, Pays de la Loire, France"
Etienne Huet, ,Finance ,Raoul Sanson,Montoir,,Verger,4/2E/1954,Cambie,12/10/1672,POINT EMPTY,,POINT (-2.1543171 47.3285909),"Montoir-de-Bretagne, 44550, Pays de la Loire, France"
Louis Germain,,Finance ,Raoul Sanson,Montoir,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (-2.1543171 47.3285909),"Montoir-de-Bretagne, 44550, Pays de la Loire, France"
Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",Finance ,Raoul Sanson,Montoir,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-2.1543171 47.3285909),"Montoir-de-Bretagne, 44550, Pays de la Loire, France"
? de Flacon,,Finance ,Raoul Sanson,Montoir,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (-2.1543171 47.3285909),"Montoir-de-Bretagne, 44550, Pays de la Loire, France"
Pierre Guinebaud,,Finance ,Raoul Sanson,Montoir,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (-2.1543171 47.3285909),"Montoir-de-Bretagne, 44550, Pays de la Loire, France"
Claude Lemasne,,Finance ,Raoul Sanson,Montoir,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (11.0480288 46.3144754),"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",POINT (-2.1543171 47.3285909),"Montoir-de-Bretagne, 44550, Pays de la Loire, France"
Julien Chesne le jeune,"Saint Nicolas, Nantes",Finance ,Nicolas Bachelier,,,Verger,4/2E/1954,Cambie,12/10/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Julien Chesne le jeune,"Saint Nicolas, Nantes",Finance ,Marie Boucher et Hubert Antheaume Cie,"Saint Nicolas, Nantes",,Verger,4/2E/1954,Cambie,12/10/1672,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Eloy Antheaume,"Saint Gilles, Paris",Famille,"Eloy Antheaume, père",Paris,,Le Vasseur,MC/ET/XCVIII/227,Inventaire,19/03/1668,POINT (4.4300388 43.6765675),"Paris, Rue Gambetta, Saint-Gilles, Nîmes, Gard, Occitanie, France métropolitaine, 30800, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Gilles, Paris",Famille,Pierre de Marle,"Saint Nicolas des Champs, Paris",,Le Vasseur,MC/ET/XCVIII/227,Inventaire,19/03/1668,POINT (4.4300388 43.6765675),"Paris, Rue Gambetta, Saint-Gilles, Nîmes, Gard, Occitanie, France métropolitaine, 30800, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Gilles, Paris",Famille,Marguerite Antheaume,"Saint Nicolas des Champs, Paris",,Le Vasseur,MC/ET/XCVIII/227,Inventaire,19/03/1668,POINT (4.4300388 43.6765675),"Paris, Rue Gambetta, Saint-Gilles, Nîmes, Gard, Occitanie, France métropolitaine, 30800, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Pierre de Marle,"Saint Nicolas des Champs, Paris",Famille,Marguerite Antheaume,"Saint Nicolas des Champs, Paris",,Le Vasseur,MC/ET/XCVIII/227,Inventaire,19/03/1668,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
"Eloy Antheaume, père",Paris,Famille,"Saint Severin, Paris","Saint Nicolas des Champs, Paris",,Le Vasseur,MC/ET/XCVIII/227,Inventaire,19/03/1668,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
Pierre de Marle,"Saint Nicolas des Champs, Paris",Famille,Eloy Antheaume,"Saint Gilles, Paris",,Le Vasseur,MC/ET/XCVIII/227,Inventaire,19/03/1668,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (2.35006532675927 48.86288045),"Église Saint-Leu - Saint-Gilles, Rue du Cygne, 75001, Rue du Cygne, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Gilles, Paris",Famille,"Eloy Antheaume, père",Paris,,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (4.4300388 43.6765675),"Paris, Rue Gambetta, Saint-Gilles, Nîmes, Gard, Occitanie, France métropolitaine, 30800, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Marie Boucher,"Saint Nicolas des Champs, Paris",Commerce,Hubert Antheaume,"Saint Nicolas, Nantes",,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas des Champs, Paris",Famille,Hubert Antheaume,"Saint Nicolas, Nantes",,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (2.3153496472839956 48.866042),"Petit Palais, Avenue Winston Churchill, Quartier des Champs-Élysées, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
"Eloy Antheaume, père",Paris,Famille,Hubert Antheaume,"Saint Nicolas, Nantes",,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
"Eloy Antheaume, père",Paris,Famille,Marguerite Antheaume,"Saint Eustache, Paris",,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
"Eloy Antheaume, père",Paris,Famille,Jacques Antheaume,"Saint Nicolas des Champs, Paris",,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (2.354225818354769 48.865493150000006),"Église Saint-Nicolas-des-Champs, Rue Cunin Gridaine, 75003, Rue Cunin Gridaine, Paris, Île-de-France, France"
"Eloy Antheaume, père",Paris,Famille,Claude Du Mesnil,Paris,,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Marguerite Antheaume,"Saint Eustache, Paris",Famille,Pierre de Marle,"Saint Eustache, Paris",,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Eloy Antheaume,"Saint Gilles, Paris",Famille,Hubert Antheaume,"Saint Nicolas, Nantes",,Bourlet,MC/ET/XCIX/255,Partage,25/06/1673,POINT (4.4300388 43.6765675),"Paris, Rue Gambetta, Saint-Gilles, Nîmes, Gard, Occitanie, France métropolitaine, 30800, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
